song_id,line
44,Знаю ли его или соседу помогу
44,Замер или умер тихий житель СПБ
44,"Знал бы ты, сосед, тебя покажут по ТВ"
44,"Я видел его в лифте, когда было мало лет"
44,Я будто вырос с дядей этим на одном корму
44,"Интересно знал ли дядя, что его найдут"
44,Под прицелом огнестрела не ведут войну
44,Невидаль и падаль за отечество солгут
44,"Сосед соседа сдаст, соседи деда продадут"
44,"Может быть, сосед не вёл соседскую игру"
44,"Может, ради помощь за стенку заберусь"
45,"С теми, кто уже не верит"
45,На кой черт мне держать за руку
45,"Ту, что заведомо видит ложь лишь"
45,И в каждый шаг наперёд вникая
45,А бежал я будто по кругу
45,Я мешал её шмотки с пылью
45,Что вот-вот как в слоумо летали
45,"Я же знал, обрекая на крах себя"
45,"И когда на тебе не сто, а тысячи глаз"
45,"Алые глаза, и их кто-то полюбил"
45,"Не ответить за базар и всю херню, что я вершил"
46,"Малый успех, скажем, твоё имя у всех на уме"
46,Даже твой друг скорее покажет фак в след
46,"Кто продает дурь, кто нюхает меф"
46,Но стаду важно как ты одет 
46,Либо был дом в другой стране
46,Малый успех — тебя будто бы бросили к змеям
46,Дай пару лет и проверим кто из вас друг и кому я верю
46,Драгоценный камень на шее тянется вниз
46,Дура променяла ценники на свою жизнь
46,"Малая не врубается — финиш рядом, он тут"
46,Ведь для кого-то умер мой стиль
46,"Лицо на ноль, тук-тук, ты кто"
46,"От дома до падоса, от блока да благодатного дома"
46,"Вижу путь, но ты его не перегородил"
46,"Кто же тебя, глупого, такого породил"
46,"Кто тебе внушил, что у нас одни пути"
46,"У, мне так нелепо это наблюдать"
46,Маленькие дети в теле молодых дядь
46,В школе проходили мы это лет пять назад
46,"Нет путей назад, если правит азарт"
46,"Шаришь, у меня глаза и в Питере, и в Москоу"
46,"Кто-то лает в спину, ну а кто-то думал мозгом"
46,"Сука верит звездам, а шалава их наброскам"
46,"Не нужна фанатка, если там одни доски"
46,Твои пацаны не отвечают за слова
46,"Ссылаясь на дела мои, мол, я проигнорю"
46,"Но видишь ли, когда мы за кулисами"
46,Ты прячешь своё тело в коридоров
47,"Все те фразы, типа, сделай себя сам"
47,"Дорогой дневник, я сделал куклу Вуду "
47,"Это мой двойник, зовут его Иуда "
47,"Все те фразы, типа сделал себя сам"
47,"Обретут другую форму, ведь я сотворил врага"
47,"Мне все мало связей, грязи в жизни "
47,"Они поголовно говорят, что Вова занят"
47,"Не поднимаю телефон, я вне сети "
47,Фаталисты выпьют полстакана за меня 
47,"Я голос поколения — того, где два нуля"
47,Я жму на газ в пол
47,Где Вова — там дом 
47,"Любимой музыки, что ты не выкупишь"
48,Мы танцуем вальс под стоны блюза
48,Мы танцуем классику не на три трети
48,Я раздел тебя глазами — мы уже не дети
48,"За руку держу, типа, искренне любим"
48,"Хищный взгляд не прячь, мы голодные люди"
48,"Лучше шли меня подальше, шли меня и верь"
48,Ты не знаешь какой во мне спит зверь
48,"Зови меня Париж. Эй, че ты не спишь"
48,"Интеллигент, а в душе пьяный движ"
48,"Берегу свой лик, но во мне спит зверь"
48,"Мокрые ладони, в край наглая морда"
48,Ну как отличить друга от идиота
48,"Не быть, а казаться — гнилая работа"
48,Гниль — это мой стиль. Сотни тысяч миль
48,"Не буди во мне того, кого ты разбудила"
48,"Я не выищу мишень, ты особый индивид"
48,"За то, каких скрывает демонов мой лик"
48,В мире животных труп не опознан
48,"Если снится сон, то сон неосознан"
48,"Мам, прости, Вова будет очень поздно"
48,Я будто Париж с ног до головы
48,За костюмом Луи-Ви себя не утаишь
48,"Детка, зови бэд боя в Париж"
48,"Вспомни о плёнке, она не вечная"
48,Будто удары в печень — жизнь поломана
48,"Мой голос сорван, на то есть причины"
48,Я пьяный и грустный тащусь по блоку
48,В кармане ключи с жаждой дедовщины
48,Я как вода с переменным током
49,"Бегом на концерт, затем снова концерт"
49,Еду с катушек — красиво пиздец
49,В город грехов — этот город на трэпе
49,Крутим планету — мы новые дети
49,Новый обвес — моя новая цепь
49,В самый новый мир точка ком
49,Я погружаюсь всё глубже и глубже
49,Я погружаюсь всё дальше и дальше
49,Идём гулять со мною по краю
49,В стиле подбитого крыла — я на пути вниз
49,Парни превратили Спб в свой Мемфис
49,"Забиваю на дела, я пишу релиз"
50,"Я иду искать, я иду искать"
50,И мы с тобой уже в пути
50,"Конечно можно — я свежей, чем твой питомец"
50,Если ты на скорости – я покажу спидометр
50,"Раз, два, три — меня не найти, я в доме"
50,"На центральном блоке меня палят, входят в ступор"
50,"Хочешь покажу, как я запрыгиваю внутрь"
50,Три цепи на шее — золото уже не в моде
50,"Платиновый нож в кармане, моя бэйби в боде"
50,"Приобрету вставную челюсть, когда буду старым"
50,Я хочу сиять диамантовым оскалом 
50,"Группи-группи, она хочет груви груви "
50,"Я держу тебя за руку — нет, держу за дуру "
50,"Я, если я люблю, то я в любви один, дура"
50,"Без стыда и совести постель залил бензином, дура"
51,"Я не знаю, кто я "
51,"Куок зверски болен, нужен новой роли"
51,"Прячу золото на руку, худаком закрою"
51,"Она думает, как не влюбиться тут"
51,Ресторан с мишленовской звездой и миллион
51,В кармане миллион и на карте миллион
51,"На мне стальные цепи, Вова Куок — хамелеон"
51,"Сияю в капюшоне, блок не ценит моветон"
51,Я буду ходить и генерировать идеи
51,Я хожу кругами в поиске верных решений
51,Я свихнусь в процессе поиска нужных мишеней
51,"Сердце будто пепельница, меня не щадит"
51,"Вокруг одни быки, мои мечты тлеют, как пепел"
51,"Подставь вторую щёку, пепел ушатает ветер"
51,"Я иду, нет, я бегу и генерирую идеи"
51,План захвата мира или план захвата денег
51,Грабить ювелирный или тратить на безделье
51,"Я бегу, нет, убегаю от своих же целей"
51,"Покажи меня, ТВ, вот я и глупый ящик"
51,"Вроде человек без кожи, вроде бы не ящер"
51,"Цепь на шее тянет вниз, а я сопротивляюсь"
51,"Вроде бы урод, но что-то в этом есть изящное"
51,"Вроде бы красив, хотя я даже не пытаюсь"
51,"Силы на нуле, я генерирую и далее"
51,"В кармане миллион, на карте миллион"
52,"Я захотел — снял, я захотел — взял"
52,Я захотел что-то — заимел дважды
52,"На лице сажа? Да, меня вяжет"
52,Тишина и мое сердце бьется на весь зал
52,Покажу где в Праге найти врата ада
52,Написал два трека — мне не нужно текста
52,"Кислый — улыбаюсь редко, дама побоится оказаться"
52,И зал за залом снова взял
52,"Убери свои деньги, я тут все еще за идею"
52,"Ненавижу тех, кто стелится, сука, да, я из тех, кто стелит"
52,"Я хочу жить на сцене, ну и усмирить свое эго"
52,"Мне похуй, в каких ты кедах, поясни за своё кредо"
52,"Ты забросишь микро, почувствуя запах этих банкнот"
52,"Я хочу подарить тебе свои мысли, бро, ведь их тонны"
52,"Нахер левых в тик-токе, нахер продавать жопу"
52,"Я хочу за своё топить, пока чужое не лопнет"
52,Гонке не конец — ещё 9 кругов в аду
52,"Тут всё наоборот, похуй: овощ ты или фрукт"
53,"Времени так мало, оно утекает сквозь"
53,"Диско-шар разломан вдребезги, но это не всерьез"
53,"Я надеваю форсы без шнурков, протягивают трость "
53,"Они летят, я касаюсь этих улиц"
53,Они пляшут в этом морге 
53,"Ублюдок, ты же знаешь, что ты не догонишь воду"
53,"Сорок четвёртым европейским, взлетая как вороньё"
53,"Ступил в твоё глазное дно, будто в илистый водоём"
53,"Не помня себя, сидим среди тысяч других имен"
53,На скамейках для запасных мы надежду передаём
53,"Неловко семеня, я пропрыгаю вдоль по кочкам"
53,"Искомканым, будто почерк, забитым в мой мочеточник"
53,"И тот, кто мне когда-то за что-то что-то пророчил"
53,Проснется однажды ночью под лестницей и поймёт
53,"Ненавижу алко, но я выпиваю залпом"
53,Самый ненавистный вкус и самый неприятный запах
53,"Но давлюсь за тебя, за себя, засекай"
53,"Выпью три стакана быстрей, чем ты скрутишь косяка"
53,Моё тело умирает — в этом я не уникален
53,Вода не затекает под мой конопляный камень
53,По мне то и дело плачет мать горючими слезами
53,"Но они, с лица слезая, застывают, как камедь"
53,"Сотни фасеток осели, будто на гниль, на мне сетуя"
53,"То на вид, то на запах прелый ведут беседу"
53,"Раздробленный, как мука, наскреби меня по сусекам"
53,Припухлости на руках тянут пальцы воткнуть в розетку
53,"Кого возьмут за рога из нас, это решать не нам"
53,Тащи своё тело в круг и пей до дна
53,Тащи своё тело в круг и пей до дна 
53,"Ныть по всем каналам, нафиг выть на весь квартал"
53,"Не выноси сор из избы, не выноси из кассы нал"
53,"Время не щадит, да, время дикое"
53,"Я прожигаю дни, а время бесконечно тикает"
53,"Я не смогу сидеть без дела, мысли однотипны"
53,"Если нервный тик достал, то все соседи мигом тихие"
53,"Я делал, что хочу, и буду делать то, что делал"
53,"Моё тело говорит: да ты задрал, осточертел"
53,"Твоё мнение не важно, будто ударение пьяни"
53,"Я играюсь, но я вечно парюсь. Парень уясни"
53,"Один раз уж объяснил (ха), вряд ли будет дважды"
53,"Второй акт приемлем в пьесе, сексе и сборе бумажек"
53,"Я с зимы готовлю сани, Вова вечно занят"
54,Я самый-самый близкий в твоем микро-макро космосе
54,"Одна волна, что движет общий похотливый помысел"
54,Назад дороги нет. Герои очень грустной повести
54,"Бит - самопал, как мои грёзы"
54,Наполовину пуст стакан — там её слёзы
54,"Я совершил удар, она готовит тросс"
54,"Что-то прячет под язык, а я заныкал в кроссы"
54,"Я без любви неполноценен, будто демка"
54,Расскажи об этом своим близким людям
54,"Повествуй о том, как пронзил без прелюдий "
54,Я застану тебя дома без оружия
54,Все свои успехи умножу на два
54,Она ждёт меня в различных городах 
54,"Не двулична, она будет просто так "
54,Распишусь у тебя прямо на губах
54,"Я совершил удар, она готовит трос"
55,Достаю баллон и заливаю стены кровью
55,"Я тебе вдул, или жизнь тебе вдула"
55,"В прихожей, в моей арендованной хате"
55,"Сучки, блять, толпы вас, в очередь встаньте"
55,"Эй, салют мне есть, что тебе показать"
55,Я разъебал себя в осколки — собираю по кускам
55,"Я заберу твою девчонку, ведь одну уже забрал"
55,"Мне мало-мало-мало-мало стаффа, самка тоже голодна"
55,Мой компромат на тебя уже слит
55,Я выберу дом себе высоко в горах
55,"Я под водой, а не на мели"
55,На аперитив — все мои грехи
55,Все мои демоны стелят так гладко
55,"В комнате Иуда, а ну вышел, падла"
55,Я искал себя и не нашёл правды
55,В этих деньгах нет удачи 
55,"Скинь на почту, с языка в урну"
55,Две ведь за бафф — уже окурок
56,"Знаешь, я несу собственную суть в массы"
56,"Стою за рулём, я у власти"
56,Хочешь мести — заходи в гости
56,"Боже, упаси, Боже, не теряем связь"
56,"Мясо-мясо-мясо, да, я дам им мясо"
56,"Генератор скорости, давлю на газ я"
56,"Залетаю без стука, я твой кумир"
56,Без стыда и совести несу мир вам
56,"Я как аллигатор, вы идете нахер"
56,"Прокушу вам шкуру, гори синем пламенем"
56,"Я ухожу из зала, хочу всё сначала"
56,Не хочу огорчать отца и маму
56,Чтобы пылали сердца и кипела кровь
56,"Важно, кем ты мог бы, парень, стать"
56,Самым успешным или же самым самым
56,В дорогих шмотках и рваной одежде брата
57,"Нафиг стрит кредебилити, на улице пусто"
57,"Когда пустой кошель, то в кармане вся капуста"
57,Я живу себе и забиваю на все чувства
57,"Я пишу стихи, не забивая на искусство"
57,Я в своей стихии и мне как обычно пусто
57,Я бегу по улице в компании — пусто
57,Я лежу в панельке в своей спальне и мне пусто
57,Заработал лям — это мне кажется не густо
57,"Мне безумно весело оттого, что грустно"
57,На меня влияет каждый внешний раздражитель
57,"Если бы не ты, то я бы был бы долгожителем"
57,"Этот мой фан, он торговец ебалом"
57,"Я давлю вас, не люблю вас"
57,"Выпей за нас, приходи в зал"
57,"Залетай в мош, не трожь сквад"
57,"Расскажи о том, как ты тусуешь с моим другом"
57,"Расскажи мне факты, о том, что мы с одного круга людей"
58,"Залипаю на балконе, я туплю с утра"
58,"Небо плачет и калечит, но я буду рад"
58,"Вижу драку возле школы, вижу детский сад"
58,"Жизнь кипит адским ключем, я живу ради трат"
58,И я сгораю в своих загонах будто чертов Нотр Дам
58,"Извлеку из себя душу, а потом другим продам"
58,"Я не знаю, где дом, дом, дом"
58,"Мои веки тяжелы, правда в том, что людям жалко"
58,И признаюсь: я забыл его специально
58,"Я лечу по встречке, кто-то мне сигналит дальним"
58,"Всё, что поступает, я больше не замечаю"
58,И просто миксую злобу с тревожностью и печалью
58,"Ни один больше мотив мною не двигает, отнюдь"
58,"Да, это джин, джони и джус"
58,Я до сих пор кручу и кручусь
58,Лечу к мечте на скорости чувств
58,"И помнил, с чего я начал"
58,Под ногами плот — и я поднимаюсь на мачту
58,"Поднимаю паруса — там опять земля, однозначно"
58,"Но я не понимаю, где дом"
58,И я сгораю в своих загонах будто чёртов Нотр Дам
58,"Мой дом не там, где я родился"
58,"Не там, где мы по блоку"
58,"Собирали чьи-то гильзы, чьи-то сны и чьи-то слезы"
58,"Потеряй меня в глуши, и я найду себе ночлег"
58,"Потеряй меня, найди, ведь тебе нужен человек как я"
58,"Вы кричите, что мой дом — многоэтажка и район"
58,"И снова тур и снова дом, и снова зал, и перегар"
58,"Ведь жизнь прекрасна, но не факт, что меня вытащит контракт"
58,"Мой дом не там, где меня ждут, где безопасно и маршрут"
59,"Я думаю, нужно было закончить разговор, когда я это в первый раз"
59,"Расскажи мне, что, блин, значит да"
59,Что пару дней назад ещё спешил
59,И мы долго не хотели ждать тот день
59,"Я верю, что так лучше для тебя и нас"
59,"Я помню, что не знал ещё разлуки до сейчас"
59,"И время не щадит, я знаю, но я не погасну"
59,"И каждый слог из слов, чем я составлял те фразы"
59,"Что не слышат эти массы, толпы"
59,Мой космос — он тоже твой
59,Из крайности в крайность кидаюсь от зависти
59,"Ко всем твоим и новым людям, окружению"
59,Я знаю чётко твоё ко мне отношение
59,"И сплю я чутко, ожидая сообщения"
59,"Не выключая звук, забив на повреждение "
60,"На мне платина, так что не смей идти со мною близко"
60,"Я в режиме стелс, когда иду на риски"
60,"Слышу вас, но я не слышу Олимпийский"
60,Я забайтил русских рэперов — заткнись и слушай
60,"В музле, как будто дома. Образованный, подкованный"
60,"Но мне 19 лет, и я краду твой флоу"
60,"Куок подох, как за двоих "
60,"Раньше лучше, раньше ты не парился за триптих"
60,Я кручу язык на пальцы 
60,"Поясню тебе, что ты не гангста"
60,Все твои понты лишь только краска
60,"Хм, ты не человек — ты просто тушка"
60,"Жизнь как подарок, но ты не заслужишь"
60,"Ты глушишь пивас, чтобы стать малость лучше"
60,Выберу жизнь и скручу себе жало
60,"Зайду в ресторан, чтобы тело дышало"
60,Мой рок-н-ролл — это твоя отрава
60,"Но если я жив, значит, было мне мало"
60,"Ха, на счёте так много нулей"
60,Пару бокалов с меня всему бару
60,"Я не скупой, я ни разу не жадный"
60,"Надо бы ехать, ведь так много планов"
60,Еду через пол России ради своих дам
60,"Разгоняюсь, как мудак, пять секунд до ста"
60,Мои черти — это самый-самый дикий сквад
60,"Каждый день меня тошнит, зачем мне этот бред"
60,"Я не верю этим фэйкам, но для них я свет "
60,Моя виселица стильная как Луи Белт
60,"Ха, сигарета на рассвете, пока она в душе"
61,"Мой сон — твой страх, ну-ка улыбнись"
61,"Без сил, без совести — мой стиль"
61,"Моё время — твои деньги, я их зацепил"
61,"Не плачь, не ссы. Хочешь, обмани"
61,"Я не особенный, смейся и дальше"
61,"Слово моё хоть и звук, но что-то, да весит"
61,Пока мое сердце пашет и пашет — я буду всё так же отважен
61,Ты хочешь перемен? Что-то задумаешь снова менять
61,Не надо меня в свои планы включать
61,"Хотел показаться я преданным, прыгнуть с разбегу в работу"
61,"Я хочу быть более бедным, чтобы нуждаться в заботе"
61,"Эй-эй, шаришь, к черту твои дни"
61,"Из дома я уехал, твои траблы не помеха"
61,"Район знает, с кем я бегал"
61,Я не брал плохой пример там
61,"Мне кричит, что я на верном"
61,Кто не верил там в меня
61,Мне не нужен бит на фон
61,"О том, как дети на подъезде"
62,"Я считаю кеш, гуап, головы и холодные дни"
62,"Я считаю мулу, нал, золото и грязные ножи"
62,"Достал член, он весь в крови"
62,"Я считаю кеш, гуап, и головы"
62,"Ты урод, заберу моё, перестреляю двор"
62,Посмотри в отражение — просто блять позор
62,"Я считаю кэш, ха, гуап, холодные дни"
62,На мне-на мне золото и грязные ножи
62,"Я здесь не играю, сделал пару новых дыр"
62,"Дай нам время — попадем и в твою хату, слушай"
62,"Парень, Прага-Питер залетает в твои уши"
62,"Дам вам шанс понять, кто в этой сфере самый душный тип"
62,"Мою команду любят, твою не воспринимают"
62,Я выбил за свой счет себе тропинку прямо в рай
62,"Тебя скрутит охрана, смотрю, как вас принимают"
62,"Эти люди думают, что тот капитан"
62,"Я заряжен будто пропан, коли я капитан"
62,"Ты видишь, подо мной оазис морей"
63,Я бы хотел проснуться на море 
63,"Вокруг меня ни души, я снова"
63,Снова просыпаюсь с отвратным голосом 
63,"Мне снилась моя седина в 18, и как я не выдрал все волосы"
63,"Да, я кричу во сне — я так давно не рубился в тонусе"
63,"Да, я стараюсь не спать вообще, все ваши сны – это домыслы"
63,"Снова на одном, стоп, как я дышу"
63,"Может, всё зря? Я опять накрутил"
63,"Но я знаю, что ровно дышу"
63,"И от этого мягче падать, туда, где нету взглядов"
63,"Я люблю, когда время меня разрывает на части"
63,Доверился слабости и сдохнешь от счастья 
63,"Тебя не погубит та серость, берегись власти "
63,"Там, где мой дом, я не буду скучать"
63,"Я надеюсь, что серые будни украсят ненастье"
63,"Я убью своё эго, оно у меня на запястье"
63,"Я теряю силу, думал, что красивый"
64,Я такой же как мои песни
64,"Я такой же, да хоть ты тресни"
64,"Я обычный, но странный с виду"
64,"Я такой, потому что к черту"
64,"Я такой же обиженный, вечно простуженный"
64,"В чертовой хижине, богом и чёртом забыт"
64,Здесь только я и мой быт
64,Я и мой друг — общепит
64,"Я такой же расстроенный, но не рассеянный"
64,"Ухо востро держу, время от времени"
64,Под своим знаменем на чужой блок иду
64,"Здесь не мой дом, не моя улица"
64,Я такой же как и ты 
64,И меня не отправят к святым
64,Сколько не пил я святой воды
64,"Я иду, а за мной следы"
64,"Я вижу дым, я вижу дым"
64,"Но внутри он тот же, только шкуру скинул"
64,Но внутри живет всё тот же демон
64,Руки свои тянет всё к тем же темам
65,"Знаю, ты за кроссы отдал бы и душу"
65,"Моя девушка — красотка, твоя — туша"
65,"Я своим киком разрываю, будто пушка"
65,"Я сияю так, что у суки катаракта"
65,"Ты сука, если не знаешь, кто на голову рейвер"
65,"Мои глаза горят, как будто мои глаза кремний"
65,"Она плачет на коленях, я палю её кроссовки"
65,"Принца дома пусто, приходи ко мне на тусу"
65,"Подарю тебе себя, я короную, я танцую"
65,"Он блефует, я разбил твоей пассии мечты"
65,"Угараю в своём тексте, почему же плачешь ты"
65,"Я на сцене, ты под сценой, она ждёт меня за сценой"
65,"Знаю чётко себе цену, сука, цену, сука, чё"
65,"Дрессирую эту кошку, будто Вова — Куклачёв"
65,"Она тащится в постель, открывает свой рот"
65,"Я устал, ведь я работал, эта сука подождёт"
65,Чаппа под подушкой — мой единственный друг
65,"Хотя нет, ещё один у твоей суки во рту"
65,"Я легендарен, как Али и эти слухи не врут"
65,"Бич, отойди, если твой круг — это двенадцать залуп"
65,"Делаю, чё хочу — мне похуй, вылезаю за луп"
65,"Шатаут Куоку, Сода Лув всегда поддержит замут"
65,"Ставлю ебланов на мут, только мои парни поймут"
65,Сделать бабло на жёстком трэпе — наш обыденный муд
65,"Кому-то плоскую ту, но мне только толстую бу"
65,"В смысле с огромной жопой, ебаться с жирными — табу"
65,Твоя жопа тут же в гробу
65,"Там, где родился - пригодился, но навряд ли умру"
65,Лечу косой машу руками — я лечу на Луну
65,"Мы с пацанами как цунами, но не гоним волну"
65,"Огонь из дрейко, пу-пу, превращает фейка в золу"
65,Большая жопа на мне — и это обычно
65,Я слышу шёпот — это шелестит наличка
65,Она языком рисует на моих яичках
66,"Сколько можно меня постить, 21, 21"
66,И среди драгов — есть отрава
66,В моём скваде все народы мира
66,"Сори я занят, Лева и Рабинс"
66,"Рой со мной, я сделал мёд читая в такт"
66,Я порвал тебя тем летом — Нуар 2
67,Поиграл и выкинул как будто бы Нинтендо
67,"Мне плевать, сколько стоит то платье"
67,"Рву его, так хочу рвать и метать"
67,"И детка смеется, но стоит рыдать ей"
67,"Моё тело в порезах, а кстати"
67,На руках печати — это моё отношение
67,"Я стою, стою и палю в своё отражение"
67,В первый раз почувствовал себя её мишенью
67,Она вцепится зубами в мою шею
67,"Мне нужна помощь, мне не нужна муза"
67,Адреналин — и мои вены вздулись
68,"Воу, я раскачался тут без удобрений"
68,В своё время торговал битами — так боролся с ленью
68,"В поисках себя, но мне плевать было на одобрения"
68,"Свое бремя знаю, я вынашивал идеи"
68,"И оттачивал умения, рукоделил как умею"
68,Из подручных средств создал себе комфортную вселенную
68,"И заселил планету обитателями, к чёрту обывателей"
68,Я в этом деле слишком избирателен
68,"Куок — изобретатель, собираю себе двигатель"
68,"Вечную машину, что заставит тебя прыгать, дядя"
68,"Все мои кенты мне говорили: Ты сдурел, приятель"
68,"Своим видом ты пугаешь, парень, да ты точно спятил"
68,"Вылетаю резко, не забыв надеть на себя маску"
68,"Прячусь в капюшон и прорываюсь сквозь толпу, мой адский"
68,"Труд востребован от мало до велика, а ты"
68,"Продложай сидеть и подрожать кумирам, ты – свидетель мира"
68,"Я тебе дам послушать трэп, попробуй это испытать на себе"
68,"К холодам, безмолвию, промёрзшей почве для истерик"
68,Я не представитель жанров кроме эзотерики
68,Дёргаю за нити — тянутся ко мне все звери эти
68,"Этики не зная, тянут лапы хапать лакомый кусок"
68,Продав услугу или биток а-ля Паучье Молоко
68,"И все мои друзья мне говорят, что всё равно им"
68,"Я теряю силы, но я всё равно доволен"
68,"Я черепом трясу на сцене, валю вами в боулинг"
68,Но вся моя команда со мной по одной дороге
68,"Колесит туда, где нету связи, там, где холод, голод"
68,"Розтоки указал, куда мне следовать, это неведомо"
68,"Казалось, чушь, но я настолько предан своему делу"
68,Портя воздух и насилуя экосистему мою
68,"Мы стоим на краю и машем, скрестив пальцы"
68,Не вникая в смысл провокаций ваших промоакций
68,"Мои мысли проедали кожу, будто крокодил"
68,"Я скандировал себе: Всё, что нужно я просадил"
68,"Но эта дичь позади, и Вова снова ведет эфир"
68,Столько мыслей породил за обедом и пока спал
68,"Просидел я каждый стул в рамен баре, как сын полка"
68,Я знаю: путь не из простых
68,"Но ты не думай, что я прячусь"
68,"Да, мне реально тяжело, где заторможенный пыл"
68,"Моя история в начале, но я вытираю пыль"
68,"Ночи просижу спокойно в студии, потный и мыльный"
68,"Угомоните кто-то мою молодую кровь, я"
68,"В шаге от того, чтобы не выпилиться вновь"
68,"Я не шарю, как тут не быть агрессивным"
68,И каждый день за днём подряд
68,"Там на каждого компромат, и на себя"
68,Закрывшись под одеялом из навязчивых идей
68,"Наверное, он хочет, чтобы его сдали в утиль"
68,"Походу, он мишень, а его жизнь — грёбаный тир"
68,"Я притворюсь едой, давайте мы устроим пир"
68,"Я резкий, можешь называть по-братски Богдан Титомир"
68,"Я выбегу из омута, надеюсь выбегу "
68,По мотивам моего альбома кто-то верстает псалтырь
68,Не покидать бы мне жилого массива
68,Пытались подобрать они рычаги до упора
68,"Считая, что чутка помешанный или упорот"
68,Выходили на моих коллег по цеху и коллег по городу
68,Будто коллекторы желали бить мне морду
68,Но каждый раз изо дня в день
68,Я форматировал порывы злости в потоки идей
